,id,comment
103,258224321,['']
104,399492606,['6']
105,512182310,['7']
106,428679706,['8']
107,298666389,['Иди ты со своим fisting ass или suck dick']
108,518567027,['10']
109,559320655,['Зачем делать такие вбросы? Эта королева и корону переживет']
110,366400700,"['Ну хз, уже неделю на Украину нападаем']"
111,252529504,['Похуй']
112,175102373,['Коротко об Американских сми😹']
113,569178119,"['2022 хороший сиквел, лучше чем Шрэк 2👍👍👍']"
114,126428757,['Она же бессмертная']
115,186536888,"['это был ""сарказм"" по поводу последнего высказывания со стороны Лондона - России']"
116,510508400,"['Нравится не нравится, терпите, красавицы)', 'Кто понял тот понял😅']"
117,564029242,"['Ну вы чеее, она просто уснула UwU']"
118,229057671,['Что... а если  мужчина купить никак их до сих пор не может?\nА ты можешь ему в этом помочь например?\nСтранности...']
119,502229850,['🤣🤣🤣 Мужики СНИМАЙТЕ НОСКИ 😂']
120,572160438,['Это «прикол» из инстаграмма. Не стоит воспринимать его слово всерьёз.']
121,556694188,['Я люблю шерстяные  носки']
122,407723373,['нужно меньше слушать священников.']
123,505759939,['Че за дичь вы несёте ?']
124,184049492,"['Лайкните аву пожалуйста, взаимно', 'Лайкните аву пожалуйста, взаимно']"
125,421322973,"['Если девушка вместо ps5 подарила носки знайте, она грешница и её ждёт костёр🔥']"
126,377933472,['Мне подарили 4500 и шоколад']
127,521199015,['Поэтому надо покупать трусы']
128,267400273,['Это что за элитный магазин такой?']
129,195025894,['А как же яйца и майонез?']
130,236836140,"['Гречка 48р\nСметана 69р\nМасло я не ем, а так 120р']"
131,566510479,"['', '']"
132,525431205,['главное знать где покупать']
133,144480279,"['Что-то я тоже не припомню, чтобы греча так дорого стоила, у нас она тоже по дешёвке в Марийке и Магните продаётся']"
134,121385038,"['Ебать, это где такие цены?']"
135,601447820,"['Масло 400 рублей ебать вы ахуевшие? Какие 3000', 'Не по сути смотри \n6 долларов * 6 \n3600 \nТеперь у меня 3600 тенге']"
136,1040973,"['Кто как, а мясо на столе каждый день']"
137,544165081,['Эдгар ультанул с крыши']
138,590515535,['']
139,358234257,['']
140,337059359,"['Ну прыгнули и прыгнули, че бубнеть то']"
141,288548416,['Дауны)']
142,697139736,['что было в головах подростков в 90е?']
143,0,"['', '', '', '', '', '', '', '', '']"
144,591441523,['И камнем вниз...']
145,535173344,['И что тут?']
146,396523544,['И шоколадный камнепад']
147,545160915,['']
148,302903652,['Пб плез']
149,368851218,['Что тут происходит?\nОбъясние плез']
150,492385902,['Пояснительную бригаду']
151,246724044,"['Золотой дождь - ЗД З-Золотой, Д-Дождь']"
152,26812257,['Я думал Эд']
153,705105666,"['Блин, щас в подвалах места не будет']"
154,601917638,['Ну ничего страшного']
155,320741756,['Пздц']
156,315148168,['']
157,67704148,['Чиновничьи детки пусть идут воевать! Мрази']
158,87941705,['Скоро и суд без уведомления будет)']
159,107425488,['И 10 лет срочной службы как в Северной Корее было бы неплохо ввести.']
160,298750644,['Пусть госдума идёт нахуй.\nТам ей самое место']
161,50863969,['Чё все армию боятся. Это же целый год охуительных историй на всю жизнь.']
162,36479441,['Дуля вам на воротник)))']
163,606455314,['Зачем деньги в доллары переводить? В будущем доллар развалится и рубль станет мировой валютой. Об этом говорил даже Жириновский.']
164,309837704,"['Норм, через месяц 106 будет']"
165,380356830,['']
166,619742503,['А после выступление путина стало 4 доллара']
167,297088624,"['Скоро возможно доллар не будет конвертироваться в рф\nНе думаю, что это гениальный ход\nВот покупка вк в день обвала всех акций России\nВот это возможно был хитрый ход\nМногие так сделали']"
168,626371865,['']
169,340328649,['Над в акции в рубли вкладывать потом стоять будет как щас биткоин хд']
170,326452742,['']
171,516327658,['Вот дура..']
172,610493597,"['Идеал отношений и понимания и достойные приколы', 'А нужно скупать гробы и нам и им пока дорогим дефицитом не стало, глупые', '*ты в любом случае для военкома:', 'а где у нас кроме каллининграда и моря граница с польшей?))\n\nзабор непонимания вырастает до небес', 'с турецким потоком 500млрд — они что-то путают ))как всегда и это официальная оценка ,можете к 500 ещё смело прибавить столько же']"
173,476895632,['Подарите подарок бесплатный плиз🥺🥺']
174,387606757,['Ничего необычного)Ыы']
175,299188194,['свет отключили?']
176,590929851,['']
177,37692245,['А разве видюха не должна от этого возвестись во вторую степень и стать убервидюхой?']
178,3418834,"['Интересно, а что при таком подключении произойдет с железом ?! И чё покажет если на доп видяхе подключиться через hdmi ?']"
179,495075112,['Даже комп включён']
180,208473501,"['Умные мысли часто преследовали его/ее, но он/она оказался(лась) быстрее.']"
181,303281202,['22 феварля 4 часа утра солнцепёки ярсы...']
182,266074654,"['Катится на сцену самый новый белый Мерин', 'Я так и думал, что пост будет про это)', 'Что же опять на этот раз, пост связан с 23, ок да.', 'Что же опять на этот раз, блин', 'М\nНу, что же опять на этот раз.']"
183,706442518,"['Это как так нужно запотеть', 'Редачим пацаны, делаем красиво', 'Наконец то новый пост о пауке)', 'Один из пауков носил накладную попу)']"
184,519068568,"['Рассказал о том, чего в РФ больше 😂\n\nТакая же нищета, коррупция. 😄Бoты скушают, на то и расчёт.']"
185,549510849,"['Надеюсь Украина не раздует это обращение и ситуация наладится', 'Легендарный поединок генерала гавса']"
186,182423878,"['Га', 'Независимые государства смешаны с не уникальными данными до степени совершенной неузнаваемости, из-за чего возрастает их статус бесполезности!']"
187,704660490,"['этот пост посвящен донецким беженцам!', 'этот пост посвящен', 'россия вперед.............', 'что это за челики?????????', 'предлагаю сделать новых постов про футбол', 'сейчас проверим степень информативности поста', 'проверил степень информативности поста', 'вообще норм пост', 'мсисмисмисмсмсмимсми', 'весьма любопытный пост, сейчас обсудим...', 'лол............', 'сейчас проверим, насколько этот пост меня заинтересует']"
188,285031634,"['Топ как бы , когда будет Иван золо ?', 'Легенды кино чисто', 'Жду паучка нового', 'Ахаха рофл полный', 'Пацаны , го лучше отвечать 23 февраля.\nЩа заходим друг к другу на страницу , и лайкаем взаимно аву. ГЛАВНОЕ ЧТОБ СТРАНИЦА БЫЛА ОТКРЫТА !!', 'Когда буду приколы про Иван золо 2004?', 'Админ,а музыка будет сегодня? Или хотя бы позитивные посты', 'Пацаны , го лучше отвечать 23 февраля.\nЩа заходим друг к другу на страницу , и лайкаем взаимно аву. ГЛАВНОЕ ЧТОБ СТРАНИЦА БЫЛА ОТКРЫТА !!']"
189,676269960,['Тоби в соло']
190,497917794,['А где Месси с Кальмаром?']
191,643568174,"['Админ гений , очень годные посты выкладывает!']"
192,263514991,"['Когда будет уже музыка админ???', 'А то скучно уже очень', 'Когда будет новость о Иване Золо и Некоглае?', 'Праздник праздником,шутки шутками,посты постами но что там с Украиной?', 'Я такое не слышал сорри', 'Админ,а музыка будет сегодня? Или хотя бы позитивные посты', 'Или что-то другое', 'Надоело уже плакать мне']"
193,706862733,"['Блин ну это пипец, хорошая новость', 'непонятно о чём этот пост, \nбригаду пояснителей пожалуйста', 'легенда, ждем бандану вторую', 'тейп красавчик, люблю его творчество']"
194,176733611,['похуй']
195,272684145,"['Ждем всем заводом!', 'Хороший парень', 'не дала - лох\n\nодин коммент объединяет две рассы', 'норм аудиторию можно собрать только временем, а не проплаченой рекламой 🗣']"
196,484804691,"['Вот и посмотрим сколько даунов проявит себя.. заданатив себе ещё на один лишний хромосом', 'И админ пустил слюну на этого пса...']"
197,280672656,"['Хохохо, ноу']"
198,264498497,['Yes']
199,689389309,['да)']
200,333658102,['мне нужны посты про грядущую свинорезку']
201,705774432,"['Нафиг вообще отношения', 'Как и вчера под вечер как и щас, большой перерыв по времени между постами', 'Легендарные паучки, но тоби лучший', 'админ, чего то сегодня почти постов про ситуацию с украиной не было', 'Да давайте не ссориться по пустякам', 'Админ очень хорошо пошутил', 'Так а бандана 2 то когда?', 'Повторяет за другими']"
202,701420214,"['no', 'yes']"
203,515423263,['Yees hahaha']
204,148387802,['Что это']
205,686150596,['кто это']
206,228928633,['Да']
207,636659473,"['на глазах', 'хуйня, скоро путина уберут']"
208,619467815,['что бы чё? 2 процента заработать?']
209,426776509,['3 дауна']
210,549775588,['Кому бесплатные подарки подарить']
211,652456242,"['Налетели', '🇷🇺💞🇺🇸💞🇺🇦']"
212,590479016,"['Всех поздравляю с днём Защитника Отечества!!! Красавцыkgxsrvb', 'Пацаны , го лучше отвечать 23 февраля.\nЩа заходим друг к другу на страницу , и лайкаем взаимно аву. ГЛАВНОЕ ЧТОБ СТРАНИЦА БЫЛА ОТКРЫТА !!']"
213,625748584,['Похуй.']
214,546499259,['Похуй']
215,323897438,"['С Днём защитника Отечества вас, всех пацаны!!!']"
216,622940767,"['админ держишь планку, хуйня как всегда']"
217,395802988,['-10к']
218,679936302,['!']
219,273703218,['Куда сотреть?']
220,671904550,['А то что Украина скоро захватит Россию вас не смущает????💁\u200d♀️']
221,339622904,['Норм']
222,510157370,['мне похуй']
223,160882336,"['Идите только вперёд,добивайтесь своей цели парни']"
224,501853847,['когда бандана 2']
225,38143069,['Вау']
226,434691362,['Ок']
227,1346158,['охуеть новость😳😳😳']
228,583596962,['Скучно . Катаюсь по Краснодару . Мне 32. Кто составит компанию?']
229,80101190,['Хочу..']
230,402493512,['Добавьте в др']
231,364944147,"['[id458365168|Муркаответь]', 'Муркаответь']"
232,361867443,['']
233,542890345,"['ЛАЙК НА СТЕНУ ЛАЙК НА СТЕНУ ЛАЙК НА СТЕНУ ЛАЙК НА СТЕНУ ЛАЙК НА СТЕНУ', 'ЛАЙК НА СТЕНУ ЛАЙК НА СТЕНУ ЛАЙК НА СТЕНУ ЛАЙК НА СТЕНУ ЛАЙК НА СТЕНУ']"
234,619220464,['Апатиты есть кто ?']
235,458834610,['']
236,287734281,"['Как узнать когда пройдёт теневой бан в боте тг, мне просто так накидали жалоб и моя анкета в бане уже 3 месяца:(']"
237,136975869,['Давай тоже ребенку костюм человека паука купим']
238,544228923,['Согл.']
239,672080634,['']
240,612031105,['admin dayn комменты не удаляй']
241,494174098,"['Ахахах, поменял сразу, понял чем дело пахнет)🤣']"
242,620117310,"['', 'Блин! Да вы любую девушку разбудите в 3 часа ночи, и будет точно такая фотка))', 'Слишком стараго дядю показали, не до такой степени, это давно было)']"
243,667170933,['👌🏻👍🔥']
244,267043631,"['Вы задрочите человеком пауком, как и постами с приколами про корону']"
245,435665657,['Ещё за 100 метров от псин встали и сфоткали бы']
246,460069317,['Пздц динозавры какие то']
247,526539395,['Теперь посмотрим на Алабая или кавказскую овчарку']
248,216842320,['']
249,446665261,['Главное кормить во время а то сам станешь кормом']
250,420203281,"['Они сами кого угодно ограбят', 'Всех с праздником 23 февраля!']"
251,283247233,['Кушают они как бодибилдеры']
252,187022625,['Эти ребяточки самые милые плюшки. Иногда даже сами боятся😍']
253,544111171,['у меня такой был своё говно жрал 😂']
254,471386670,['Аххаха да грабитель же будет голыми руками вламываться 😂']
255,515352632,"['Полностью его заслуга, инфа сотка']"
256,587800642,"['отличного дня вам ребятки, всего хорошего, с 23 февраля вас)']"
257,621877863,['С одноклассников мем взяли?']
258,406760847,['']
259,704339628,['Заработок на перепродаже NFT\nПисать в лс']
260,696722013,"['Хахахк', 'Хахахах']"
261,513674402,['']
262,602566254,"['Пацаны,с праздником!💋']"
263,305028245,['Его жена просто снимает']
264,338208901,"['Если честно, то порой реально стыдно смотреть на женскую попу, это же как-то неправильно что-ли.']"
265,661636788,"['жиза, да пацаны?']"
266,612009997,"['', '', '']"
267,676145554,"['И правда, что за неуважение к своим жёнам? И куда только правительство смотрит..']"
268,706517979,"['ВСЕХ С Праздником!23 февраля мужчины братья!\n\nP.S.\nесли кому не составит труда в честь 23 (🍞\nНа хлеб, мазик кто сколько может\nСбер 💳5469510013225330\nНа 23 даже рубля нет..\nИ да\nЯ за мир уо всём мире и с УКраиной в том числе а вы? \nU.P.D.\nИ эксклюзивное фота разведки  франции\nЗеленский берёт крым ..23 февраля\nP.S\nОружие макрона.\n\nP.S От души благодарю за 10 руб, большое спасибо тебе Максим! Ты лучший и с праздником ещё раз']"
269,506936291,['Всех с праздником пацаны ураааа💪👊😎']
270,537519640,"['', '', '']"
271,646106442,['А Измайлов сфоткал']
272,406487141,['ониме дичь']
273,650905180,['Зачем замазывать фамилию в одном месте и показывать в другом?']
274,444352041,"['С 23 февраля мужчины.\nЧтоб х*й стоял и лавандос был.\nНу короче,чтоб всё как у меня.']"
275,658227433,['Нет. Он может просто заблокать']
276,629698644,['подарите бесплатные подарки пажэ']
277,59931374,['Лучше подарочек бесплатный подарите в честь 23 февраля)0']
278,195344144,['Просто ракурс нужный подобрала']
279,466271141,['']
280,259739158,"['Очередная попсовая фифа, которую знают только благодаря продюсеру, а не таланту']"
281,621939047,['']
282,526733101,['ракурс решает']
283,96527054,['карнавал хорошенькая конечно']
284,576684834,"['админ ты норм?', 'зависть плохое чувство']"
285,507819301,['']
286,695475522,['А ещё маленькие феечки Винкс']
287,246609148,['у моей бабушки до сих пор они лежат']
288,187496469,['А Смурфики где?🤔']
289,567947880,['Пингвины еще']
290,564976689,['У меня они всë та есть']
291,635308376,['']
292,8312455,['У меня была небольшая  коллекция акул)']
293,672811121,['хватит токсичить']
294,541933647,['шалопут']
295,182854212,['']
296,376848745,['Всем Токсикам сюда! Кошка видимо научит царапать и гадить в тапки!😂\nВСЕХ С 23 ФЕВРАЛЯ!😉']
297,165337935,"['Ну не знаю,у моего нормально всё']"
298,691518338,['Народ помогите  ТТ: larik5050 \nПодпишитесь и поставьте лайк \nСпор с другом кто первый 1к лайков наберёт.']
299,457150770,['Так вот где учаться стэндофферы']
300,139337284,['Меры приняты! Поправки работают! 🤪']
301,609304,['']
302,2596709,"['Таких ""честных"" выскочек-стукачей, не-пополизов всегда выгоняют))) пусть спасибо скажет, что не грохнули стукачка.']"
303,316917695,['Ох уж эта школота']
304,133322664,['Здесь честность не в почёте.']
305,219523928,"['Да просто ""разрешение на обнаружение"" экологических  нарушений не получил.. делов-то..']"
306,345270976,"['А каким образом школьник сделал ""анализ воды""?', 'К стати по другой версии - прогнали за комсомол... Привет КПРФ. https://7x7-journal.ru/articles/2021/12/29/shkolnik-iz-penzy-i-ekologiya']"
307,693715048,['А есть пруфы?']
308,692756807,['СКРИНЬТЕ : ВОЙНА БУДЕТ!  Вы думаете просто В.В. Путин отправил столько войск к границам Украины? + Контрактники что в Донбассе сообщают что им уже поставили не выполнимые задачи. Уже все давно решено за нас. Вопрос только времени.']
309,25379571,"['Сравнил себя с Левитаном... Помёт, одним словом.']"
310,128279860,"['Ещё и толстовку с серпом и молотом напялил. А харя-то буржуйская. С таким же успехом мог бы надеть футболку с надписью ""Я не путинист""', 'Любые поставки перекройте — и дед к вам на коленях приползёт. Мы ж без иностранного капитала не можем даже трусы произвести.']"
311,663888726,"['Шапиро сравнил себя с Левитаном, обвинил Синагогу в антисемитизме и обиделся на Гитлера, которого раньше считал очень смелым человеком.']"
312,193653319,"['Знатный слив если честно. \nСразу на прошлую историю переключился, а что раньше ездили на немецком автопроме и как щас ездят, то что-то прошлую историю Германии не вспоминают.', 'Соловьёв так точно рад санкциям.\nЖдём санкции на электронику и будем всё счастливыми']"
313,7469152,"['Обидно, досадно']"
314,344673671,['Не он ли Муссолини хвалил?']
315,252279390,['Эврейчик))))']
316,158917838,['Не верю глазам своим- антикоммунист Соловьев с серпом и молотом! На лету переобуваются!']
317,29847951,"['Забавно будет посмотреть на его реакцию, когда его аккаунты и боброедки удалят с ютюба, твиттера и книгалица... И ведь это не за горами...', 'Админ. Там новость, про то что Борис Джонсон решил RT запретить на территории Великобритании.']"
318,86024194,['☝']
319,3141661,['Открытый микрофон в зоопарке?']
320,89066195,"['Сними тельник, не служивший. Любит всякая чепуха в форме пощеголять. Как дебилы сидят гоп-шутке хлопают, смеются.']"
321,557531906,['Мерзость какая...']
322,28043764,"['страна пьяного быдла, управляемая пьяным быдлом']"
323,186428632,['Ты на Псковскую область наложил и свалил']
324,27294846,['🤦🏻']
325,251543667,['Быдлостан']
326,572428905,"['хули бабла докуя, что не смеятся то. А сегодня в магазин зашел, даже пиво подорожало. А зп уже несколько лет не растет']"
327,71317935,"['туалет искала, видно же, что сантехнический магазин']"
328,120964355,"['А потом после стопки будет рассказывать, что американцам нужны наши ресурсы 😁']"
329,163064874,['Кран потёк. Хуйню продают']
330,287930627,['Кот когда я стою в метре от него:']
331,667345513,['Ничего интересного там нет. Можно в альбом не заходить.']
332,461498232,"['это как наша внешняя политика последних дней', 'А украинцы, я извиняюсь, не воевали с немцами? В Украине нет ветеранов ВОВ? А с поляками при Тарасе Бульбе что делали? А в войсках Екатерины Второй они не присутствовали? У нее даже канцлер был украинец. А у Елизаветы украинец был муж тайный']"
333,545109385,['Коротко о уровне паблика!']
334,236295135,['прекрасный пол']
335,203696915,"['""На журчание прибежал продавец... "" \nсмахивает на строку из паустовского или пришвина, где они описывают начало весны и первые несмелые ручьи, пробивающиеся из-под талого снега.', '""признание лднр - что дышло: куда повернул - так и вышло"" (с) \nмидовская мудрость']"
336,688762712,['Проверяла сантехнику']
337,2823177,"['До Киева дойдут, обосрутся, получат миллионы трупов. Вот как будет. После этого на рашку такие санкции наложат, что народ будет жрать ягель и мох. Будут опять белые пароходы. Всё приведёт к распаду. Скриньте.', 'Европа перейдёт на газ из США и ближнего востока. Зато рабсияне тупо без бабла вымрут.', 'Путлеровские приспешники не смогут теперь покупать себе дилдаки. Будут пользоваться кабачками.']"
338,141480277,['']
339,566260852,['а россияне делят одну продуктовую корзину на месяц']
340,40365377,['Почему тогда на Аляску не нападают ?']
341,139374924,['Вайнаа']
342,285655210,['']
343,6290453,['Про Русь Киевскую забыли....']
344,200178291,['Закат Украины']
345,193009329,"['Я дико извиняюсь, у них там Крым получается украинский.\nЭкстремисты проклятые!', 'Экстремист проклятый. Он против признания ЛДНР!']"
346,231535003,['Черт ебаный']
347,706173344,"['Это конь деда, куда пнули туда и пошел']"
348,17318851,['Косячок вышел']
349,1022289,"['Когда поняли, что Украина потеряна, тогда можно начинать признавать ЛДНР. 7 лет наивно надеялись, что потомки древних укров одумаются и перестанут чудить']"
350,347221687,"['То что Путин и его окружение было доллоровыми трилионерами, что их виллы были на всех морях и океанах, а дети живут в европах и сша, оказалось фейком.']"
351,22797687,"['Украине надо было исполнить Минск 2, а теперь чего уже.']"
352,648609349,"['Тем временем. За кремлевской стеной. Когда признали....', 'Тот момент когда покупают....']"
353,3223538,['Ну он тогда еще не знал чего хочет']
354,180376353,"['Честно говоря, даже не ожидала от россиян такой концентрации здравого смысла, без сарказма', '""Путин самый смелый руководитель в мире, который ничего не боится!""']"
355,145557981,"['Прямо как Трюдо канадцы сейчас ""любят""']"
356,101494908,['Всё по делу']
357,168739910,['Народ то не тупой...']
358,134480820,['Интересно а кто окажется этими европейцами.']
359,462036177,['Давайте представим Д.А.Медведева на улицах Москвы без охраны']
360,385195634,['Медведева нехило так в чан с дерьмом окунули']
361,174817475,"['Пускай на рашетудей, рутубе и царьграде свои высеры выкладывает - там проверенный патриотичный электорат']"
362,673374214,"['Вы все врети, это все писали в отделе Гринстоун, в 123-м центре специальных операций ЦРУ в Праге. \nЯ узнаю их почерк!']"
363,56321535,['Фотографа посадят за слив']
364,110695114,['Уверенность в своем авторитете и доверие окружению своему']
365,56669126,"['Не удивлюсь если он скоро в аквариуме будет стеклянном сидеть, там паранойя на ультра уровне уже...']"
366,68069418,['как он всех достал...']
